model,variable,right_coding,explanation
NK_RW97,Est_Date_Range_End,1995,"1995:Q2. The VAR estimation sample ends in 1995:Q2, with quarterly data over 1980:Q1–1995:Q2 (p. 302). Rotemberg and Woodford - 1997 -…"
NK_ST13,Tax,False,"Taxes do not enter the household budget constraint or any fiscal rule; Stracca says the government plays a completely passive role and just balances its books on p. 566, so there is no nontrivial tax channel affecting equilibrium."
NK_ST13,Rational_Expectations,True,"The model uses standard full-information, model-consistent expectations: the household maximizes expected utility with E_t, defined as the expectation operator based on full knowledge of all variables dated t on p. 569."
NK_ST13,Lagged_Terms,True,"The model has nontrivial lagged terms: household utility includes deposit adjustment costs depending on D_t - D_{t-1}, which capture sluggish adjustment of deposits to desired levels and enter the deposit FOC; see p. 569."
US_ACELm,CB_Authors,75,"True — 75% (3/4 authors). The title page lists Altig, Christiano, Eichenbaum, and Linde on p. 225; Altig, Christiano, and Linde had qualifying central-bank employment before publication, while Eichenbaum appears to have consultancy/advising roles only."
US_ACELm,Tax,False,"Taxes appear only as lump-sum instruments used to satisfy the government intertemporal budget constraint, so they are not distortionary and do not create a substantive equilibrium channel; see p. 231."
US_ACELm,Rational_Expectations,True,"The firm and household problems are explicitly written with conditional expectations operators E_t / E_t^j, and the model is solved as a standard optimizing DSGE rather than a learning or imperfect-information model (pp. 229-231)."
US_ACELm,Price_Index_Method,Prev Price Inflation,"Non-reoptimizing intermediate-goods firms index prices to lagged inflation, so the price-indexation method is previous price inflation; see p. 229."
US_ACELm,Price_Index_Coverage,Partial,"Price indexation applies only to firms that do not reoptimize their prices in a given period, while reoptimizing firms choose a new optimal price; see p. 229."
US_ACELm,Wage_Index_Method,Multiple,"Non-reoptimized wages are indexed using lagged price inflation together with steady-state growth terms, rather than previous wage inflation alone; see p. 231."
US_ACELm,Wage_Index_Coverage,Partial,"Wage indexation applies only to households that cannot reoptimize their wage in the current period; households selected to reoptimize choose a new optimal wage, so indexation is not universal across wage setters; see p. 231."
US_ACELm,Date_Pub,2011,"The paper was published in Review of Economic Dynamics, volume 14, pages 225-247, with publication year 2011 shown on the title page; see p. 225."
US_ACELm,Working_Paper,False,"It was published in Review of Economic Dynamics 14 (2011), pages 225-247, so it is not only a working paper; see p. 225."
US_ACELm,Published,True,"It was published in the academic journal Review of Economic Dynamics, volume 14, pages 225-247; see p. 225."
US_ACELm,Calibrated,True,"The model is partly calibrated: the authors set several parameters directly, including alpha=0.36, delta=0.025, lambda_w=1.05, and psi_L=1, while estimating the remaining key parameters; see p. 236."
US_ACELswt,CB_Authors,75,"True — 75% (3/4 authors). Altig counts because he was at the Federal Reserve Bank of Atlanta, Christiano counts because his Kellogg bio says he worked at the Federal Reserve Bank of Minneapolis from 1985–1992, and Lindé counts because the paper lists him at the Board of Governors; Eichenbaum does not count because the evidence I found is consultant/advisor roles, which your rule excludes. The paper’s first page lists the four authors and affiliations, including Altig at the Atlanta Fed and Lindé at the Board of Governors (p. 225).  Altig et al. - 2011 - Firm-spec…   chicagofed.org +3 atlantafed.org +3 kellogg.northwestern.edu +3"
US_ACELswt,Tax,False,"False. Taxes enter, at most, as lump-sum fiscal closure and do not create wedges in household or firm optimality conditions; the equilibrium resource constraint on p. 231 has no distortionary tax terms.  Altig et al. - 2011 - Firm-spec…"
US_ACELswt,Rational_Expectations,True,"True. The model uses rational expectations: firms’ objective is written with E t 	​ , “the expectation operator conditioned on time t information,” and households maximize expected utility using E t j 	​ , their time-t information set, with no adaptive-learning mechanism (pp. 229–230).  Altig et al. - 2011 - Firm-spec…"
US_ACELswt,Price_Index_Coverage,Partial,"Partial. Price indexation applies only to non-reoptimizing firms; firms that receive the Calvo signal reset prices optimally, while non-reoptimizers index to previous-period inflation.  mmb-model-description"
US_ACELswt,Wage_Index_Coverage,Partial,"Partial. Wage indexation applies only to households that do not receive the Calvo wage-reoptimization signal; those non-reoptimizing wages follow W j,t 	​ =π t−1 	​ μ z ∗ 	​ W j,t−1 	​ , while reoptimizers choose a new wage.  Altig et al. - 2011 - Firm-spec…"
US_ACELswt,Date_Pub,2011,"2011. The paper was published in Review of Economic Dynamics, volume 14, pages 225–247, in 2011; the publication information appears on p. 225.  Altig et al. - 2011 - Firm-spec…"
US_ACELswt,Working_Paper,False,"False. It was published as a journal article in Review of Economic Dynamics, 14(2011), 225–247; the journal publication details appear on p. 225.  Altig et al. - 2011 - Firm-spec…"
US_ACELswt,Published,True,"True. It was published in the academic journal Review of Economic Dynamics, volume 14, pages 225–247, with the journal citation shown on p. 225.  Altig et al. - 2011 - Firm-spec…"
US_AJ16,Price_Index_Method,Prev Price Inflation,"Price indexation is to lagged/previous-period inflation: the model description states Calvo price setting with price indexation, and the corresponding non-reoptimizing-price rule is indexation to previous-period inflation."
US_AJ16,Wage_Index_Method,Prev Price Inflation,"Ajello model has sticky nominal wages with wage indexation, and the relevant SW-style wage-setting block in the MMB documentation says Calvo wage/price setting is indexed to past inflation rates, i.e. lagged price inflation rather than lagged wage inflation."
US_AJ16,Calibrated,True,"The model is primarily Bayesian-estimated, but Ajello also calibrates some parameters: Table 2 is titled Calibrated Values, Priors, and Posterior Estimates, and the text states that the financing-gap share, government-bond liquidity ratio, markups, government-spending share, and steady-state growth rate are calibrated; see pp. 2284-2286."
US_BKM12,CB_Authors,66.7,"True — 66.7% (2 of 3 authors). The paper’s first page lists the authors as Mark Bils, Peter J. Klenow, and Benjamin A. Malin, with Malin affiliated with the Federal Reserve Board at publication, p. 2798; Klenow’s CV reports Senior Economist at the Federal Reserve Bank of Minneapolis from 2000–2003, and Malin’s Minneapolis Fed bio reports six years as an economist at the Federal Reserve Board before joining Minneapolis in 2012, while Bils’s CV lists only academic/fellowship positions before publication.  Bils et al. - 2012 - Reset Pric…   klenow.com +2 minneapolisfed.org +2"
US_BKM12,Sticky_Price_Sector,Other,"Other. Sticky prices apply only in one of the two goods-producing sectors, while the other sector has flexible prices; this is not cleanly “all sectors,” “final goods firms,” or standard “intermediate goods firms,” so code the sector as Other, p. 23 of the MMB documentation.  mmb-model-description"
US_BKM12,Wage_Index_Coverage,Full,"Full. The US_BKM12 modification splits goods production into sticky- and flexible-price sectors, but it inherits the common US_SW07 labor/wage block, so wage indexation applies economy-wide to non-reoptimized wages rather than only to one sector, p. 23 and p. 42 of the MMB documentation.  mmb-model-description   mmb-model-description"
US_BKM12,Est_Date_Range_End,2009Q1,"ChatGPT reported the estimation sample ends in 2009Q1, whereas the spreadsheet specifies 2009Q3."
US_CCF12,CB_Authors,100,"True — 100% (3/3 authors). The paper’s first page is p. F289 in The Economic Journal version; before that 2012 publication, Han Chen was listed with the Federal Reserve Bank of New York on the 2011 Staff Report version, Vasco Cúrdia’s CV lists him as a New York Fed economist from Aug. 2006–Sep. 2012, and Andrea Ferrero’s Oxford profile says he spent seven years in the New York Fed Research Department before joining Oxford in Sept. 2013.  Chen et al. - 2012 - The Macroe…   newyorkfed.org +2 frbsf.org +2"
US_CCF12,Price_Index_Coverage,Partial,"Partial. Price indexation applies only to non-reoptimizing Calvo firms in the intermediate-goods sector, not to all firms/prices each period; see the price-setting block around p. F296.  Chen et al. - 2012 - The Macroe…"
US_CCF12,Wage_Index_Method,Other,"Other. Non-reset wages are indexed to steady-state inflation plus trend productivity growth, so it is not just steady-state inflation alone and not lagged wage inflation; see the wage-setting block around p. F295.  Chen et al. - 2012 - The Macroe…"
US_CCF12,Wage_Index_Coverage,Partial,"Partial. Wage indexation applies only to households/labor types that do not reoptimize wages in a given Calvo period, not to all wages through a universal indexation rule; see the wage-setting block around p. F295.  Chen et al. - 2012 - The Macroe…"
US_CCF12,Calibrated,True,"True. Although the model is Bayesian-estimated, some parameters are fixed/calibrated before estimation, so it is partly calibrated; see the calibration/estimation discussion around pp. F301–F303.  Chen et al. - 2012 - The Macroe…"
US_CCTW10,CB_Authors,50,"True — 50% (2 of 4 authors). The paper lists four authors on p. 281: Cogan, Cwik, Taylor, and Wieland; Taylor counts because he was a Research Adviser at the Federal Reserve Bank of Philadelphia (1981–84), and Wieland counts because he was a senior economist at the Federal Reserve Board before joining Goethe in 2000.  Fernández-Villaverde et al. - 2…   Federal Reserve Bank of Minneapolis +1 Cogan does not count: his listed pre-publication public-service roles are Labor/OMB, not a central bank; Cwik does not count because around the paper period he is listed as a Goethe doctoral candidate/affiliate, while later Fed/SNB roles are post-publication.  hoover.org +1"
US_CCTW10,Gov_Debt,False,"False. For US_CCTW10, government spending and taxes matter, but I would not code government debt as nontrivial: the MMB description says the rule-of-thumb extension adds a fiscal rule “for determining a particular path for taxes,” not a debt-stock mechanism affecting equilibrium, and “the rest of model is the same as in US_SW07” on p. 24.  mmb-model-description"
US_CCTW10,Sticky_Price_Sector,Intermediate Goods Firms,"Intermediate Goods Firms. US_CCTW10 says aggregate supply is “as in US_SW07” on p. 24; in US_SW07, final goods firms are competitive aggregators, while the continuum of intermediate firms produce differentiated goods and “set prices according to the Calvo model” on p. 42.  mmb-model-description   mmb-model-description"
US_CCTW10,Est_Date_Range_Start,1966Q1,"1966:1. US_CCTW10 reestimates the Smets–Wouters U.S. model using the same SW07 macro data set, and the MMB description for US_SW07 reports the estimation period as 1966:1–2004:4 on p. 42.  mmb-model-description"
US_CD08,Rational_Expectations,True,"True. The model is a standard rational-expectations DSGE: its equilibrium conditions are written with model-consistent expectations such as E t 	​ π t+1 	​ , E t 	​ r t+1 K 	​ , etc., and there is no learning or adaptive-expectations block. Cite pp. 158–164, especially the household/firm optimality conditions and log-linearized equilibrium system.  Christensen and Dib - 2008 - Th…"
US_CD08,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. Sticky prices apply to the retailers, who buy intermediate/wholesale goods from entrepreneurs, differentiate them costlessly, and sell final goods in a monopolistically competitive market subject to Calvo/Yun price setting. Cite p. 162.  mmb-model-description"
US_CD08,Calibrated,True,"True. The paper estimates many structural parameters by maximum likelihood, but it also fixes/calibrates several parameters before estimation: discount factor, leisure weight, markup elasticity, depreciation, money-demand constant, steady-state inflation, steady-state external finance premium, leverage, and entrepreneur survival rate. Cite p. 163.  Christensen and Dib - 2008 - Th…"
US_CET15,CB_Authors,66.7,"True — 66.7% = 2/3 authors. Christiano counts: his CV lists him as Economist/Senior Economist/Research Officer at the Federal Reserve Bank of Minneapolis, 1985–1992, before the 2015 publication; Trabandt counts: his background lists actual economist/section-chief positions at the ECB, Deutsche Bundesbank, Sveriges Riksbank, and Federal Reserve Board; Eichenbaum does not count because the evidence I found is advisor/consultant roles, which your rule excludes.  Northwestern Economics +2 CEPR +2  The paper itself confirms the relevant paper and authors, and lists Trabandt’s Fed Board affiliation on p. 110.  Christiano et al. - 2015 - Unde…"
US_CET15,Tax,False,"False. Taxes appear only as lump-sum taxes net of transfers and firm profits in the household budget constraint on p. 116, so they do not create a nontrivial distortionary margin in the benchmark equilibrium. The authors explicitly note on p. 159 n.41 that robustness to distortionary labor income taxes is handled elsewhere, implying that the benchmark model uses lump-sum taxes rather than a substantive tax channel.  Christiano et al. - 2015 - Unde…   Christiano et al. - 2015 - Unde…"
US_CET15,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. Sticky prices apply to the monopolistically competitive retailers/final-good sellers: the paper states that retailers buy wholesale goods, differentiate them, and set P j,t 	​ , with non-reoptimizers keeping P j,t 	​ =P j,t−1 	​  under Calvo pricing on p. 119.  Christiano et al. - 2015 - Unde…"
US_CET15,Calibrated,True,"True. The paper includes “Nonestimated Model Parameters and Calibrated Variables” in Table 1 on p. 133, alongside Bayesian estimation of other parameters.  Christiano et al. - 2015 - Unde…"
US_CFOP14,CB_Authors,75,"True — 75% (3 of 4 authors). Carlstrom, Fuerst, and Paustian count: the paper’s title page lists Carlstrom at the Federal Reserve Bank of Cleveland, Fuerst partly at the Federal Reserve Bank of Cleveland, and Paustian at the Federal Reserve Board on p. 130; external records confirm Carlstrom was a Cleveland Fed senior economic advisor in 2014, Fuerst was Senior Economic Advisor at the Cleveland Fed from 2008 onward, and Paustian worked at the Bank of England from 2008–2013 and the Federal Reserve Board from 2013 onward.  Carlstrom et al. - 2014 - Estim…   Cleveland Federal Reserve +2 Department of Economics +2  Ortiz does not count: his relevant central-bank-adjacent roles were CEMLA employment and a Federal Reserve Bank of Cleveland visiting-scholar position, and the latter is explicitly excluded by your rule.  albertoortiz.net"
US_CFOP14,Tax,False,"False. Taxes are only lump-sum taxes used to finance exogenous government spending, so they do not create a distortionary tax wedge or independent fiscal transmission channel; see the government/resource-constraint block on p. 138.  Carlstrom et al. - 2014 - Estim…"
US_CFOP14,Gov_Debt,False,"False. The model includes government bonds as a household saving asset, but there is no government-debt accumulation rule or debt-financing channel; government spending is simply exogenous in the model description, with households receiving lump-sum transfers on p. 138.  mmb-model-description"
US_CFOP14,Rational_Expectations,True,True. It is a standard rational-expectations DSGE/financial-accelerator model: the model’s equilibrium conditions use forward-looking conditional expectations E t 	​  and there is no alternative learning or bounded-rationality belief law; see the model setup beginning on p. 133.  Carlstrom et al. - 2014 - Estim…
US_CFOP14,Price_Index_Method,Prev Price Inflation,"Prev Price Inflation. Non-reoptimizing firms index their prices to lagged inflation, with the indexation parameter governing the degree of dependence on previous inflation; see p. 136."
US_CFOP14,Price_Index_Coverage,Partial,"Partial. Price indexation applies only to the fraction of intermediate-goods firms that cannot reoptimize in a given period, while resetters choose prices optimally; see the Calvo pricing block on p. 136."
US_CFOP14,Wage_Index_Coverage,Partial,Partial. Wage indexation applies only to households whose wages cannot be reoptimized under the Calvo wage-setting friction; see the household/labor wage block on p. 137.  Carlstrom et al. - 2014 - Estim…
US_CFOP14,Calibrated,True,"True. The model is mainly estimated, but it also fixes/calibrates some steady-state and structural parameters while estimating the remaining parameters by Bayesian methods; see the estimation setup and priors discussion around p. 140.  Carlstrom et al. - 2014 - Estim…"
US_CFP17exo,CB_Authors,100,"True — 100% (3/3 authors). Page 205 lists Carlstrom at the Federal Reserve Bank of Cleveland and Paustian at the Board of Governors, while external profiles show Carlstrom and Fuerst were former Federal Reserve Bank of Cleveland employees and Paustian worked at the Bank of England from 2008–2013 and the Federal Reserve Board from 2013 onward, all before the 2017 publication.  Carlstrom et al. - 2017 - Targe…   clevelandfed.org +2 clevelandfed.org +2"
US_CFP17exo,Tax,False,"False. Taxes appear only as lump-sum taxes T t 	​  in the household budget constraint on p. 210, so they are present as a financing/accounting object but not as distortionary taxes or a substantive fiscal-policy channel.  Carlstrom et al. - 2017 - Targe…"
US_CFP17exo,Rational_Expectations,True,"True. The model is a standard DNK/DSGE model written with model-consistent forward-looking expectations E t 	​ , rather than learning or bounded-rationality expectations; see the optimization conditions and model setup on pp. 208–212.  Carlstrom et al. - 2017 - Targe…"
US_CFP17exo,Sticky_Price_Method,Calvo,"Calvo. The paper uses Calvo price setting: only a fraction of intermediate firms can reoptimize each period, while non-adjusters index prices to lagged inflation; see p. 214.  Carlstrom et al. - 2017 - Targe…"
US_CFP17exo,Sticky_Wage_Method,Calvo,"Calvo. The wage block uses Calvo-style wage stickiness: each period only a fraction of households can reoptimize wages, while non-reoptimizers index wages according to the wage indexation rule; see p. 209.  Carlstrom et al. - 2017 - Targe…"
US_CFP17exo,Wage_Index_Method,Prev Wage Inflation,"Prev Wage Inflation. Non-reoptimizing households index their nominal wage using the wage indexation rule tied to lagged wage inflation, so this is previous wage inflation rather than price inflation or steady-state inflation. See p. 209.  Carlstrom et al. - 2017 - Targe…"
US_CFP17exo,Calibrated,True,True. The model is partly calibrated: the authors set several steady-state and financial parameters before estimating the remaining parameters by Bayesian methods; see p. 220.  Carlstrom et al. - 2017 - Targe…
US_CMR10,CB_Authors,True,"True — 100% (3/3 authors). Christiano had a qualifying central-bank job at the Federal Reserve Bank of Minneapolis from 1985–1992, while Motto joined the ECB in 2000 and Rostagno joined the ECB in 1998, all before the May 2010 working-paper publication; the paper’s title page lists Motto and Rostagno as ECB authors and Christiano as Northwestern/NBER.  Christiano et al. - 2010 - Fina…   faculty.wcas.northwestern.edu +1"
US_CMR10,Gov_Spend,True,"True. Government consumption G t 	​  enters the aggregate resource constraint and is modeled as G t 	​ =z t T 	​ g t 	​ , with g t 	​  a stationary stochastic process; the estimated model also includes  g ^ 	​ t 	​  among its 16 shocks, so this is more than a purely cosmetic fiscal term. See p. 24 for the resource constraint and government-consumption process, and p. 27 for the shock list.  Christiano et al. - 2010 - Fina…"
US_CMR10,Gov_Spend,True,"True. Government consumption G t 	​  enters the aggregate resource constraint and is modeled as G t 	​ =z t T 	​ g t 	​ , with g t 	​  a stationary stochastic process; the estimated model also includes  g ^ 	​ t 	​  among the structural shocks. See p. 24 for the resource constraint/government-consumption process and p. 27 for the shock list.  Christiano et al. - 2010 - Fina…"
US_CMR10,Sticky_Price_Method,Calvo,"Calvo. The goods-production block says intermediate-goods firms are monopolists “subject to a standard Calvo mechanism for price setting,” so the sticky-price method is Calvo, not Rotemberg or Other; see p. 7 and model section beginning p. 13.  Christiano et al. - 2010 - Fina…"
US_CMR10,Sticky_Wage_Method,Calvo,"Calvo. The wage-setting friction is explicitly a variant of Calvo (1983) following Erceg, Henderson, and Levin (2000), with only a subset of households able to reoptimize wages each period. See p. 22–23 for the wage-setting setup.  Christiano et al. - 2010 - Fina…"
US_CMR10,Price_Index_Method,Prev Price Inflation,"Prev Price Inflation. Non-reoptimizing firms index their prices to the previous period’s inflation, so this is Prev Price Inflation, not a weighted target/past-inflation rule. See p. 13–14 for the Calvo price-setting/indexation setup.  Christiano et al. - 2010 - Fina…"
US_CMR10,Wage_Index_Method,Multiple,"Multiple. Non-reoptimizing wages are updated from previous wages using an indexation factor tied to lagged price inflation and steady-state growth/inflation terms, so the closest category is Multiple, not pure previous wage inflation. See p. 23.  Christiano et al. - 2010 - Fina…"
US_CMR10,Est_Date_Range_Start,1985,1985. The paper states that the model is estimated “using data spanning the 1985–2008 period” for both the Euro Area and the United States; see p. 9.  Christiano et al. - 2010 - Fina…
US_CMR10,Calibrated,True,"True, but only partly. US_CMR10 is primarily Bayesian-estimated, but it also fixes/calibrates a set of steady-state and tax/financial parameters reported in the tables section; for coding, mark it as both estimated and calibrated. See estimation discussion on p. 9 and the tables beginning around p. 91.  Christiano et al. - 2010 - Fina…"
US_CMR10fa,CB_Authors,True,"True — 100% (3/3 authors). Christiano worked as an Economist/Senior Economist/Research Officer at the Federal Reserve Bank of Minneapolis from 1985–1992; Motto had been working at the ECB since 2000; and Rostagno joined the ECB in 1998 after earlier work at Banca d’Italia, so all three had qualifying central-bank employment before the May 2010 working paper.  faculty.wcas.northwestern.edu +2 ecb.europa.eu +2 The paper’s author page lists Christiano at Northwestern/NBER and Motto/Rostagno at the European Central Bank, on PDF p. 2.  Christiano et al. - 2010 - Fina…"
US_CMR10fa,Gov_Spend,True,"True. Government consumption G t 	​  enters the aggregate resource constraint directly and is modeled as a stationary stochastic process, so it is nontrivial for equilibrium goods-market clearing; see section 2.6, “Resource Constraint,” on p. 24.  Christiano et al. - 2010 - Fina…"
US_CMR10fa,Sticky_Price_Method,Calvo,"Calvo. US_CMR10fa uses the CEE/SW nominal-rigidity core; intermediate-goods firms have Calvo-style price rigidity, with the MMB documentation describing “price rigidity à la Calvo” for the Christiano–Motto–Rostagno financial-accelerator setup.  mmb-model-description"
US_CMR10fa,Sticky_Wage_Method,Calvo,"Calvo. The sticky wage method is Calvo wage setting: households supply differentiated labor monopolistically, and wage stickiness is introduced via the Calvo framework; this is the same CEE/SW-style wage block used in the financial-accelerator setup. See p. 23 of the paper.  Christiano et al. - 2010 - Fina…"
US_CMR10fa,Wage_Index_Method,Multiple,"Multiple. Non-reoptimized wages are indexed using a composite inflation term that combines the monetary authority’s target inflation rate with lagged inflation, along with steady-state wage-growth adjustment; see the wage-setting rule on p. 23.  Christiano et al. - 2010 - Fina…"
US_CMR10fa,Working_Paper,False,"False. For US_CMR10fa, the small financial-accelerator/risk-shock version was later published in American Economic Review as Christiano, Motto, and Rostagno (2014), “Risk Shocks”; the AER title page states that it is “a substantially revised version of Christiano, Motto, and Rostagno (2010)” on p. 27.  Christiano et al. - 2014 - Risk…"
US_CMR10fa,Published,True,"True. The small financial-accelerator/risk-shock version was published as Christiano, Motto, and Rostagno (2014), “Risk Shocks,” in the American Economic Review; the journal title page identifies it as AER 2014, 104(1): 27–65, and notes it is a substantially revised version of the 2010 paper on p. 27.  Christiano et al. - 2014 - Risk…"
US_CMR10fa,Est_Date_Range_Start,1985Q1,"1985Q1. The estimation sample starts in 1985Q1; the paper states that “the sample period used in the estimation is 1985Q1–2008Q2,” and also notes that 1981Q1–1984Q4 is used only as a training sample, so the likelihood is evaluated from 1985Q1. See p. 30.  Christiano et al. - 2010 - Fina…"
US_CMR10fa,Calibrated,True,"True. The model is estimated, but some parameters are calibrated/fixed rather than estimated; the paper’s “Estimates” section reports calibrated parameters in Table 1 and posterior estimates separately in Tables 2–3. See pp. 32 and 91–93.  Christiano et al. - 2010 - Fina…"
US_CMR14,CB_Authors,100,"True — 100% (3/3 authors). Christiano worked as an economist/senior economist/research officer at the Federal Reserve Bank of Minneapolis from 1985–1992, which counts as central-bank employment, not consultancy; Motto joined the ECB in 2000; Rostagno joined the ECB in 1998. The paper was published in AER, January 2014, pp. 27–65, with authors Christiano, Motto, and Rostagno listed on p. 27.  Christiano et al. - 2014 - Risk…   aeaweb.org +2 economics.northwestern.edu +2"
US_CMR14,Gov_Debt,False,"False. The model includes bonds, but the paper states that the long-term bond “plays no direct role in resource allocation” and clears at B t+40 L 	​ =0; the one-period bond is instead the funding source for entrepreneurs, not a nontrivial government-debt block. This is on p. 34, where the paper also says tax revenues are refunded lump-sum rather than financing government debt.  Christiano et al. - 2014 - Risk…"
US_CMR14,Wage_Index_Coverage,Partial,Partial. wage indexation has partial coverage because non-reoptimizing unions use an indexation rule with weight on past inflation and the remaining weight on the inflation target/productivity growth (p. 34).
US_CMR14,Price_Index_Coverage,Partial,"Partial. non-reoptimizing firms index to a weighted combination of lagged inflation and the steady-state target, with the weight on past inflation generally less than one (p. 32)."
US_CMR14,Calibrated,True,"True. the model is primarily Bayesian-estimated but several parameters such as discount factor, depreciation rate, and labor share are calibrated to standard values or long-run steady-state properties (p. 45)."
US_CMR14noFA,CB_Authors,100,"True. 100% of the authors worked at a central bank in official staff capacity prior to the 2014 publication. Page 27 identifies Roberto Motto and Massimo Rostagno as economists at the European Central Bank; Lawrence Christiano's CV confirms he served as Economist, Senior Economist, and Research Officer at the Federal Reserve Bank of Minneapolis from 1985 to 1992."
US_CMR14noFA,Tax,False,"False. government consumption and subsidies are financed by lump-sum taxes, which do not distort private optimality conditions or marginal decisions; on page 35, government consumption is financed by lump-sum taxes, making taxes trivial for equilibrium dynamics."
US_CMR14noFA,Gov_Debt,False,False. Ricardian equivalence and lump-sum tax financing make government debt irrelevant for household and firm decisions; page 35 describes fiscal financing through non-distorting lump-sum taxes.
US_CMR14noFA,Rational_Expectations,True,"True. the model is a standard DSGE framework with rational expectations, where agents optimize using the expectations operator based on available information; page 30 describes the information set including current shocks and news signals about future risk."
US_CMR14noFA,Calibrated,True,"True. While the model is primarily estimated using Bayesian methods, the authors calibrate a small subset of parameters including the discount factor, depreciation rate, and capital share to match standard steady-state targets; these calibrated values and justifications are in Section IV.A on page 42."
US_CPS10,CB_Authors,33.3,"True. Exactly 33.3% (1 out of 3) of the authors listed on page 1 meet the criterion, as Timothy Cogley worked as an economist at the Federal Reserve Bank of San Francisco from 1991 to 1999. Giorgio Primiceri and Thomas Sargent primarily held academic, advisory, or consulting roles prior to the 2010 publication, which do not qualify under the stated parameters."
